CONTACT ID;EMAIL;sib_contact_owner;sib_next_task;SOBRENOME;NOME;_DETECTED_LANGUAGE;DOUBLE_OPT-IN;OPT_IN;CONTACT_TIMEZONE;EXT_ID;LINKEDIN;JOB_TITLE;WHATSAPP;LANDLINE_NUMBER;SMS;CATEGORIA;ANGULO;NICHO;SEGUIDORES;PLATAFORMA;REDE_SOCIAL;ADDED_TIME;MODIFIED_TIME
545;news@gamesindustry.biz;;;;GamesIndustry.biz;;;;;;;;;;;GAMES;Notícias da indústria de games;Game business press;—;Web;@GIBiz;01-07-2026;02-07-2026
546;news@gamespot.com;;;;GameSpot;;;;;;;;;;;books;Submit press release: free transmedia indie action universe spanning webtoon;Gaming news/reviews/guides;;YouTube;@gamespot;01-07-2026;02-07-2026
548;news@mygameon.my;;;;MyGameOn;;;;;;;;;;;GAMES;Pitch free tactical RPG and anime-style webtoon/book universe for Malaysian gamers;Malaysian gaming, esports, anime, and community media;-;Website / YouTube / Facebook;@mygameondotmy;01-07-2026;02-07-2026
549;news@polygon.com;;;;Polygon Tips;;;;;;;;;;;PRESS;Solo developer transmedia infrastructure design;Gaming, Comics, and Entertainment;5M+;Website;@Polygon;01-07-2026;02-07-2026
551;news@sciencefiction.com;;;;ScienceFictionCom;;;;;;;;;;;PRESS;Cross-media bridge between prose and webcomic;Speculative Fiction Coverage;150K+;Website;@SciFiDotCom;01-07-2026;02-07-2026
552;news@shelf-awareness.com;;;;Shelf Awareness;;;;;;;;;;;PRESS;Essential daily book industry newsletter;Book trade news;70K+ subscribers;Newsletter;@ShelfAwareness;01-07-2026;02-07-2026
553;news@tigthai.com;;;;This Is Game Thailand;;;;;;;;;;;PRESS;Pitch free anime-inspired webtoon and tactical RPG with OST;Thai gaming press;-;Website;@thisisgameth;01-07-2026;02-07-2026
554;newsroom@animenewsnetwork.com;;;;Anime News Network;;;;;;;;;;;PRESS;Largest EN anime news - covers webtoon crossovers;Anime/manga news;—;Website;@anime;01-07-2026;02-07-2026
558;novelexploreryt@gmail.com;;;;The Novel Explorer;;;;;;;;;;;BOOKS;Transmedia universe spanning books & webtoon;English — Light novel and web novel content;≈18K;YOUTUBE;@TheNovelExplorer;01-07-2026;01-07-2026
559;novelsanctuary@gmail.com;;;;The Novel Sanctuary;;;;;;;;;;;BOOKS;Transmedia bridge: book series to action webtoon;English — Light novel & web novel reviews;≈18K;YOUTUBE;@TheNovelSanctuary;01-07-2026;01-07-2026
562;otakuhubph@gmail.com;;;;Otaku Hub Philippines;;;;;;;;;;;WEBTOON/MANGA;Anime faction configuration maps inside a completely free 4-part media ecosystem;English — WEBTOON/MANGA;≈26K;YOUTUBE;@otakuhub_ph;01-07-2026;01-07-2026
569;otakusymphony@gmail.com;;;;Otaku Symphony;;;;;;;;;;;GAMES;Highlight the 36-track original score composed for the transmedia project;VGM and Anime OST covers/analysis;1800;YouTube;@OtakuSymphony;01-07-2026;01-07-2026
570;otakuworldmx@gmail.com;;;;Otaku World MX;;;;;;;;;;;WEBTOON/MANGA;Transmedia bundle feature: webtoon, game, and 36-track OST;Anime and manga pop culture;≈52K;YOUTUBE;@otakuworldmx;01-07-2026;01-07-2026
572;paige.cook@steelmedianetwork.com;;;;PocketGamer.biz (Paige Cook);;;;;;;;;;;book series and tactical RPG;Free action universe spans webtoon (mobile-native);Deputy Editor at PocketGamer.biz - mobile gaming;B2B mobile gaming;Website;@Paige_Cook_;01-07-2026;02-07-2026
575;pipedreamcomicsuk@gmail.com;;;;Pipedream Comics;;;;;;;;;;;Send a webtoon-first review pitch highlighting free digital access;small press and digital comics;Indie;827 Facebook;Website / X / Instagram;@pipedreamcomics;01-07-2026;01-07-2026
580;pixelnordic@gmail.com;;;;Pixel Nordic;;;;;;;;;;;GAMES;Solo dev 23-year transmedia universe package;English — Indie game showcases and reviews;≈15K;YOUTUBE;@PixelNordic;01-07-2026;01-07-2026
583;pnet21@gametoc.co.kr;;;;GameToc;;;;;;;;;;;PRESS;Pitch solo-creator story and free tactical RPG with anime-inspired webtoon and books;Korean game news, reviews, and interviews;-;Website;@gametoc;01-07-2026;02-07-2026
584;po@gamersky.com;;;;Gamersky;;;;;;;;;;;PRESS;Pitch free tactical RPG and transmedia universe;Chinese gaming news;-;Website;@gamersky;01-07-2026;02-07-2026
589;popculturect@gmail.com;;;;Cape Town Pop Culture TV;;;;;;;;;;;PRESS;African market outreach;English — Cape Town Pop Culture TV;25K;YOUTUBE;@ctpopculture;01-07-2026;01-07-2026
592;popculturenaija@gmail.com;;;;Naija Pop Culture TV;;;;;;;;;;;PRESS;Introduce the cross-media project spanning webtoons, gaming, books, and music.;English — General nerd and pop culture;41K;YOUTUBE;@naijapopculture;01-07-2026;01-07-2026
593;pophubin@gmail.com;;;;Pop Culture Hub India;;;;;;;;;;;PRESS;Inspirational solo dev narrative: Building a free transmedia cosmos over 23 years;English — PRESS;≈49K;YOUTUBE;@popculture_in;01-07-2026;01-07-2026
598;pr@dualshockers.com;;;;DualShockers;;;;;;;;;;;GAMES;Webtoon cross-media synergy appeal;Gaming, Anime, and Manga Culture;800K+;Website;@DualShockers;01-07-2026;02-07-2026
599;pr@gamebrott.com;;;;Gamebrott;;;;;;;;;;;GAMES;Pitch free tactical RPG and solo-built transmedia universe for Indonesian game readers;Indonesian gaming, esports, and tech media;~404K Facebook;Website / YouTube / Facebook;@gamebrott;01-07-2026;02-07-2026
600;pr@gameluster.com;;;;GameLuster;;;;;;;;;;;GAMES;36-track original soundtrack and lore ties;Gaming News and Editorial Pieces;40K+;Website;@GameLuster;01-07-2026;02-07-2026
601;pr@gamerant.com;;;;GameRant;;;;;;;;;;;books;Submit press release: free transmedia indie action universe spanning webtoon;Gaming news/reviews;;YouTube;@GamerantOfficial;01-07-2026;02-07-2026
602;pr@gamerescape.com;;;;Gamer Escape;;;;;;;;;;;GAMES;Transmedia worldbuilding continuity exploration;RPG and MMO Lore Focus;120K+;Website;@GamerEscape;01-07-2026;02-07-2026
603;pr@grabbermedia.com;;;;ThisIsGame;;;;;;;;;;;PRESS;Pitch free action RPG and transmedia story;Korean gaming press;-;Website;@thisisgame;01-07-2026;02-07-2026
604;pr@hardcoregamer.com;;;;Hardcore Gamer;;;;;;;;;;;GAMES;Transmedia action universe narrative depth;Indie RPGs and Gaming Culture;500K+;Website;@HardcoreGamer;01-07-2026;02-07-2026
605;pr@noisypixel.net;;;;Noisy Pixel;;;;;;;;;;;PRESS;Tactical RPG + webtoon + book + OST;Games + manga + anime;—;Website;@NoisyPixelNews;01-07-2026;02-07-2026
608;pr@screenrant.com;;;;ScreenRant;;;;;;;;;;;books;Submit press release: free transmedia indie action universe spanning webtoon;Movies/TV/comics/gaming news;;YouTube;@ScreenRant;01-07-2026;02-07-2026
611;prensa@devuego.es;;;;DeVuego;;;;;;;;;;;Send angle of free tactical game made by single creator with webtoon;indies and press releases;Spanish video games;-;Web / database;@DeVuego;01-07-2026;02-07-2026
613;prensa@eurogamer.es;;;;Eurogamer Espana;;;;;;;;;;;PRESS;Press release about free tactical game and transmedia universe created by solo dev in 23 years;Spanish video game press;-;Web;@eurogamer_es;01-07-2026;02-07-2026
615;prensa@meristation.com;;;;Meristation;;;;;;;;;;;PRESS;"Free tactical game and transmedia universe; indie development angle and no-cost access";Spanish video game press;-;Web;@meristation;01-07-2026;02-07-2026
619;press@automaton.am;;;;Automaton;;;;;;;;;;;webtoon;Pitch solo-developed free action universe spanning tactical RPG;Japanese indie games press;-;Website;@automaton_jp;01-07-2026;02-07-2026
621;press@fangoria.com;;;;Fangoria;;;;;;;;;;;PRESS;Perfect for darker LDI lore;Horror/dark fantasy;—;Magazine/Web;@fangoria;01-07-2026;02-07-2026
622;press@gamer.ne.jp;;;;Gamer;;;;;;;;;;;GAMES;Free tactical hex-grid RPG with webtoon, book series, and 36-track OST as Japanese game-news discovery;Japanese game news, reviews and releases;-;Website;@gamer_ne_jp;01-07-2026;02-07-2026
624;press@gamer555.com;;;;Gamer555;;;;;;;;;;;webtoon;Send press release highlighting free tactical RPG;Thai games news and reviews;-;Website / Social;@Gamer555;01-07-2026;02-07-2026
625;press@gamerwk.com;;;;GamerWK;;;;;;;;;;;webtoon;Offer Illusion Fight as free tactical RPG with anime-style factions;Indonesian gaming and Japanese pop-culture media;~70K Facebook;Website / YouTube / TikTok;@gamerwk_id;01-07-2026;02-07-2026
626;press@gamevu.co.kr;;;;ゲームビュー / GameVU;;;;;;;;;;;GAMES;, IT, PC/mobile/console reviews and news Send a Korean-market release pitch for the free tactical RPG and the wider webtoon/books/OST universe. GAMES;;;Website;;01-07-2026;02-07-2026
628;press@indiecomixdispatch.com;;;;Indie Comix Dispatch;;;;;;;;;;;game;Submit a press release around Illusion Fight as a free indie webtoon universe expanding into books;Independent comics news and press releases;≈10K;Website / Magazine;@indiecomixdispatch;01-07-2026;02-07-2026
629;press@indiegamesjapan.com;;;;indiegamesjapan;;;;;;;;;;;GAMES;Offer Illusion Fight as free indie tactical RPG with solo-dev transmedia story;Japanese indie game news and discovery site;-;Website;@indiegamesjpn;01-07-2026;02-07-2026
630;press@nexting.co.jp;;;;Indiebase;;;;;;;;;;;books;Pitch free tactical hex-grid RPG as Japanese indie-game discovery with webtoon;Japanese indie game press and indie discovery;-;Website;@indiebase_jp;01-07-2026;02-07-2026
634;quest@story.com.au;;;;Story Quest AU;;;;;;;;;;;BOOKS;Narrative books;Free universe cross-media story;≈12K;YouTube;@storyquestau;01-07-2026;02-07-2026
635;quinn.hall@newgamenetwork.com;;;;New Game Network;;;;;;;;;;;GAMES;"Submit the free tactical RPG for review; emphasize the solo creator and transmedia world.";Indie and AAA game reviews;-;Website;@newgamenetwork;01-07-2026;02-07-2026
637;rahkhan@chosun.com;;;;Game Chosun;;;;;;;;;;;PRESS;Pitch free tactical RPG and transmedia universe;Korean gaming news;-;Website;@gamechosun;01-07-2026;02-07-2026
639;ramenreviewer@gmail.com;;;;Ramen Reviewer;;;;;;;;;;;WEBTOON/MANGA;Focus on indie manga and webtoon reviews with cross-media appeal;Anime/Manga Review Channel;3200;YouTube;@RamenReviewer;01-07-2026;01-07-2026
640;redaccion@devuego.es;;;;DeVuego Blog;;;;;;;;;;;"Specialized in Spanish development; review and promotion of national indie games";Indie game press Spain;;5000;Blog;@devuego;01-07-2026;02-07-2026
644;redaccion@niveloculto.com;;;;Nivel Oculto;;;;;;;;;;;Pitch of free universe + tactical hex-grid RPG for indie/author perspective;video game essay and development culture;Indie press;-;Web / podcast;@niveloculto;01-07-2026;02-07-2026
646;redaksi@indogamers.com;;;;Indogamers;;;;;;;;;;;PRESS;Pitch free action webtoon and tactical RPG with OST;Indonesian gaming press;-;Website;@indogamers;01-07-2026;02-07-2026
647;release@gamebiz.jp;;;;gamebiz;;;;;;;;;;;English welcome;Indie game internacional;International indie press;—;Website;@gamebiz;01-07-2026;02-07-2026
648;release@inside-games.jp;;;;Inside Games;;;;;;;;;;;book series;Pitch free indie tactical RPG with webtoon;Japanese gaming press;-;Website;@inside_games;01-07-2026;02-07-2026
649;retroreviews1999@gmail.com;;;;Retro Reviews Comics;;;;;;;;;;;BOOKS;, and OST as cross-media hooks. WEBTOON/MANGA;;1999;YouTube;@retro_1999;01-07-2026;01-07-2026
651;reviews@pocketgamer.co.uk;;;;Pocket Gamer;;;;;;;;;;;review pitch;UK mobile gaming press;Mobile/indie games;-;Website;@pocketgamer;01-07-2026;02-07-2026
653;ricky@pbesi.org;;;;GGWP.ID;;;;;;;;;;;PRESS;Pitch free indie tactical RPG and transmedia universe;Indonesian gaming/geek culture;-;Website;@ggwpid;01-07-2026;02-07-2026
670;shilin@shilin.net;;;;Carciphona;;;;;;;;;;;WEBTOON/MANGA;Pitch as a 23-year solo transmedia project with an original webtoon and 36-track soundtrack;English — Webtoon and Manga Art Production;≈15.5K;YOUTUBE;@carciphona;01-07-2026;02-07-2026
672;simon@gamediscover.co;;;;GameDiscoverCo;;;;;;;;;;;PRESS;Case de lancamento free-to-play com transmedia — angulo de dados;Analise de descoberta de jogos Steam;50K+;Newsletter/Substack;@simoncarless;01-07-2026;02-07-2026
673;sipnspinpod@gmail.com;;;;sipnspinpodcast;;;;;;;;;;;PRESS;;;;Podcast;@sipnspinpodcast;01-07-2026;01-07-2026
674;somedumbcatleo@gmail.com;;;;LeoTsubasa;;;;;;;;;;;GAMES;Lead with the free tactical hex-grid RPG and invite first impressions or stream discovery GAMES;;;YouTube;@leotsubasa;01-07-2026;01-07-2026
677;srilankageek@gmail.com;;;;Sri Lanka Geek Collective;;;;;;;;;;;GAMES;Sri Lanka fluent English geek scene, free transmedia action bundle;Geek Culture, Anime, Gaming;29K;YouTube;@srilankageek;01-07-2026;01-07-2026
682;submissions@pinoygaming.net;;;;Pinoy Gaming Network;;;;;;;;;;;PRESS;Pitch free action webtoon and tactical RPG;Filipino gaming community;-;Website;@pinoygaming;01-07-2026;02-07-2026
684;tabletoptunespod@gmail.com;;;;Tabletop Tunes;;;;;;;;;;;GAMES;Lead with the free tactical hex-grid RPG and transmedia universe (webtoon + books + 36-track OST) as a unique angle for their TTRPG-focused audience.;TTRPG improv musical podcast;;Podcast;@tabletoptunespod;01-07-2026;01-07-2026
687;theanimepanel@gmail.com;;;;The Anime Panel;;;;;;;;;;;WEBTOON/MANGA;Crossover appeal of an independent transmedia universe with zero barrier;English — Anime & Manga Culture Discussions;≈33K;YOUTUBE;@TheAnimePanelYT;01-07-2026;01-07-2026
688;theanimepodcast@gmail.com;;;;The Anime Podcast;;;;;;;;;;;WEBTOON/MANGA;Solo dev 23-year journey, free transmedia world webtoon + RPG + 36-track OST;English — Anime and manga podcast shows;≈50K;PODCAST;@animepodcast;01-07-2026;01-07-2026
689;thechapterhouse@gmail.com;;;;The Chapter House;;;;;;;;;;;BOOKS;Immediate free digital access across multiple device configurations;English — Fantasy & YA Reading Communities;≈19K;YOUTUBE;@TheChapterHouseYT;01-07-2026;01-07-2026
692;thefantasyhive@gmail.com;;;;The Fantasy Hive;;;;;;;;;;;BOOKS;Author spotlight centering on transmedia writing processes for independent creators;Indie Fantasy Worldbuilding;12K;YOUTUBE;@TheFantasyHive;01-07-2026;01-07-2026
694;thefantasyshelf@gmail.com;;;;The Fantasy Shelf;;;;;;;;;;;BOOKS;Epic fantasy book series with transmedia depth;English — Fantasy BookTube reviews;≈18K;YOUTUBE;@TheFantasyShelf;01-07-2026;01-07-2026
700;themidcoregamer@gmail.com;;;;The Midcore Gamer;;;;;;;;;;;GAMES;"Send a free key for the tactical RPG; highlight the deep combat and free transmedia extras.";Indie and strategy game reviews;-;Steam Curator;@themidcoregamer;01-07-2026;01-07-2026
708;tips@destructoid.com;;;;Destructoid;;;;;;;;;;;GAMES;"Submit press release with fun hook as they request; highlight indie tactical RPG";Indie Gaming / RPGs;established 2006;Website;@destructoid;01-07-2026;02-07-2026
712;tips@kotaku.com;;;;Kotaku;;;;;;;;;;;books;Submit press release: free transmedia indie action universe spanning webtoon;Gaming/geek culture news;;YouTube;@Kotaku;01-07-2026;02-07-2026
713;tips@pcgamer.com;;;;PC Gamer;;;;;;;;;;;PRESS;Dicas e press releases;PC gaming;—;Website;@pcgamer;01-07-2026;02-07-2026
714;tips@polygon.com;;;;Polygon;;;;;;;;;;;books;Submit press release: free transmedia indie action universe spanning webtoon;Gaming/comics/pop culture;;YouTube;@Polygon;01-07-2026;02-07-2026
715;tips@toucharcade.com;;;;TouchArcade;;;;;;;;;;;PRESS;(Shutting down but still active);Mobile games;—;Web;@toucharcade;01-07-2026;02-07-2026
717;twacgr2022@gmail.com;;;;台灣ACG研究學會 —  / Facebook / Conference community;;;;;;;;;;;GAMES;, and transmedia culture community Offer Illusion Fight as a cross-media ACG case study: webtoon, books, tactical RPG, and soundtrack from one creator. WEBTOON/MANGA;;2022;Website;;01-07-2026;01-07-2026
719;udngame@udngroup.com.tw;;;;udn Game Corner;;;;;;;;;;;PRESS;Pitch free anime-style action universe with webtoon, tactical RPG, books, and music;Taiwan ACG news, game/anime criticism, and fandom;~193K Facebook;Website / Social;@udngame;01-07-2026;02-07-2026
720;uk-news@animenewsnetwork.com;;;;Anime News Network (UK);;;;;;;;;;;PRESS;UK-specific submissions for anime-inspired webtoon;Anime/manga news;-;Website;@animenewsnetwork;01-07-2026;02-07-2026
721;victor.martinez@anaitgames.com;;;;AnaitGames / Victor Martinez;;;;;;;;;;;Present the project as an independent rarity: tactical RPG;indies and culture media;Video game criticism;~32K X;Website/Podcast;@anaitgames;01-07-2026;02-07-2026
722;web@comunidadxbox.com;;;;Comunidad Xbox;;;;;;;;;;;GAMES;Pitch of tactical RPG as free-to-play indie discovery with complete narrative universe;Xbox community and press in Spanish;-;Website/Podcast;@ComunidadXbox;01-07-2026;02-07-2026
726;webmaster@deusexmachina.es;;;;Deus Ex Machina;;;;;;;;;;;GAMES;Creative process pitch: free transmedia work created over 23 years by solo author;Cultural video game criticism and indies;-;Magazine / web;@DeusExMachinaVG;01-07-2026;02-07-2026
727;webnews@metro.co.uk;;;;Metro GameCentral (UK);;;;;;;;;;;PRESS;"Free indie tactical RPG + soundtrack; UK gaming audience; indie dev story";UK gaming/entertainment press;~200K UK readers;Website;MetroUK;01-07-2026;02-07-2026
728;webtoonhorizon@gmail.com;;;;Webtoon Horizon Gulf;;;;;;;;;;;WEBTOON/MANGA;Transmedia ecosystem approach over two decades;English — Digital indie comics, storytelling;≈28K;YOUTUBE;@WebtoonHorizon;01-07-2026;01-07-2026
732;webtoonpress@webtoon.com;;;;WEBTOON Press;;;;;;;;;;;PRESS;Pitch para cobertura editorial da plataforma;Webtoon platform press/media;—;Platform;—;01-07-2026;02-07-2026
735;wescotta@gmail.com;;;;Adam Wescott;;;;;;;;;;;GAMES;"criticism Personalized pitch for manga/webtoon and tactical RPG criticism; emphasize free access and 23-year solo project PRESS";;23-;Website;@wendeego;01-07-2026;01-07-2026
742;yuki@ciga.me;;;;CiGA (China indie game alliance);;;;;;;;;;;GAMES;Pitch free tactical RPG as indie-game discovery and solo-creator case for Chinese indie community;Chinese indie game alliance and media cooperation;-;Community / Event;@CiGAindiegame;01-07-2026;02-07-2026

