"Nome","Handle","Plataforma","Seguidores","Contato","Nicho","Angulo","Categoria","Status"
"Anime Sounds BR","@animesounds","YouTube","≈11.000","animesounds@protonmail.com","Música de Anime","A soundtrack de Illusion Fight tem influências de anime e jogos. Gostaríamos de enviar o álbum completo para vocês avaliarem no canal.","PRESS","Pendente"
"Cosplay & Arte","@cosplayarte","Instagram","≈14.000","cosplayarte@gmail.com","Cosplay","Os personagens de Illusion Fight têm visuais incríveis. Gostaríamos de ver sua interpretação em cosplay e divulgar em nossas redes.","PRESS","Pendente"
"Pipoca & Nanquim","@pipocaenanquim","YouTube / Site","≈1.5M","contato@pipocaenanquim.com.br","Quadrinhos, cultura pop, webtoon","Apresentar o webtoon de ação gratuito como projeto nacional transmídia com RPG e trilha sonora.","PRESS","Pendente"
"Orquestra Pop","@orquestrapop","YouTube / Site / Concertos","≈10K-50K","contato@orquestrapop.com.br","Música de games e animes, orquestra","Lead com as 36 trilhas originais como parte de um universo de ação brasileiro gratuito.","PRESS","Pendente"
"Cosplay Brasil","@cosplaybrasil","Site / Redes sociais","≈10K-50K","contato@cosplaybrasil.com.br","Cosplay, cultura nerd, arte","Abordar pelo design visual dos personagens e facções como inspiração para cosplayers e artistas.","PRESS","Pendente"
"Final Faqs Games Magazine","@FinalFaqs","Site","—","press@finalfaqs.com.br","Notícias, guias e jogos indie","Enviar release com foco em RPG por turnos/tático grátis e guia de entrada no universo Illusion Fight.","PRESS","Pendente"
"Gamerscore Brasil","@gamerscorebr","Site / X","—","contato@gamerscore.com.br","Análises, notícias e opinião sobre games","Pautar o projeto como lançamento indie gratuito com estratégia em turnos, narrativa seriada e trilha original.","PRESS","Pendente"
"PSX Brasil","@ps3brasil","Site / X / Facebook","≈94K FB","contato@ps3brasil.com","Notícias, análises e guias PlayStation","Pitch como RPG tático gratuito com narrativa de ação e OST para público de RPG e jogos anime-adjacent.","PRESS","Pendente"
"Revista Arkade","@RevistaArkade","Site / Revista digital","—","contato@arkade.com.br","Games, tecnologia e cultura pop","Pauta de projeto brasileiro gratuito e transmídia, com ênfase no RPG tático, webtoon e trilha original.","PRESS","Pendente"
"Xbox Power","@XboxPowerBrasil","Site / Facebook","—","contato@xboxpower.com.br","Notícias e análises Xbox","Enviar release do RPG tático gratuito destacando combate por turnos, universo de ação e assets de imprensa.","PRESS","Pendente"
"NerdX Oficial","@nerdxoficial","Site","—","contato@nerdxoficial.com.br","Cultura nerd, games e anime","Pauta cruzada: webtoon, RPG tático, livros e trilha como IP nerd brasileira gratuita.","PRESS","Pendente"
"Zine Brasil","@zinebrasil","Site / Blog / YouTube","≈8.7K assinantes","zinebrasil@gmail.com","Quadrinhos nacionais e super-heróis brasileiros","Enviar o webtoon como HQ nacional digital gratuita com IP transmídia e apelo de ação.","PRESS","Pendente"
"Papo de Quadrinho","@papodequadrinho","Site / Podcast / Facebook","≈4K FB","papodequadrinho@gmail.com","Jornalismo e podcast de HQs","Pauta de quadrinho/webtoon independente brasileiro com jogo, livros e trilha gratuitos.","PRESS","Pendente"
"Gibizilla","@gibizilla","Site / Podcast / Facebook","—","gibizilla@gmail.com","HQs, mangás e cultura pop","Propor resenha do webtoon e do pacote transmídia gratuito para leitores de HQ e mangá.","PRESS","Pendente"
"Café Cartum","@cafecartumpodcast","Podcast / YouTube","—","cafecartumpodcast@gmail.com","Cartum, quadrinhos e entrevistas","Oferecer entrevista ou pauta sobre criação de webtoon nacional com RPG tático e OST.","PRESS","Pendente"
"Boletim Nerd","@boletimnerd","Site / Podcast","≈10K","contato@boletimnerd.com","Quadrinhos, cultura nerd","Enviar o webtoon de ação e destacar a possibilidade de entrevista sobre criação de universo brasileiro","PRESS","Pendente"
"Mais QI Nerds","@maisqinerds","Podcast / Site","≈1K-10K","maisqinerds@gmail.com","Cultura nerd, podcasts, RPG","Propor pauta sobre RPG tático, narrativa e universo gratuito para o público nerd","PRESS","Pendente"
"Taverna Geek","@tavernageek","Podcast / Blog","≈1K-10K","contato@tavernageek.com.br","Cultura geek, RPG, livros","Abordar Illusion Fight como projeto transmídia nacional com livro, webtoon, game e trilha","PRESS","Pendente"
"Vortex Cultural","@vortexcultural","Site / YouTube","≈100K","contato@vortexcultural.com.br","Cultura pop, cinema, games, HQs","Enviar release completo com imagens e links do universo gratuito de ação","PRESS","Pendente"
"Delirium Nerd","@deliriumnerd","Site / Redes sociais","≈50K","contato@deliriumnerd.com.br","Cultura pop, cinema, animes","Pitchar Illusion Fight como IP brasileira gratuita com estética anime e múltiplas mídias","PRESS","Pendente"
"Nerdices","@nerdices","Site / Podcast","≈10K","contato@nerdices.com.br","Cultura nerd, quadrinhos, games","Abordar o webtoon e o RPG tático como novidades do universo independente nacional","PRESS","Pendente"
"Nerd Nation","@nerdnation","Site / Redes sociais","≈10K-50K","contato@nerdnation.com.br","Cultura pop, entretenimento","Propor matéria sobre o lançamento transmídia gratuito de ação e fantasia","PRESS","Pendente"
"Cinemascope BR","@cinemascopebr","Site / YouTube","≈50K","contato@cinemascopebr.com.br","Cinema, séries, cultura pop","Pitchar pelo lado narrativo: universo seriado gratuito com trilha e visual de anime","PRESS","Pendente"
"AzMina Magazine","@azminamagazine","Site / Redes sociais","≈10K","contato@azmina.com.br","Cultura pop, entretenimento feminino","Abordar Illusion Fight como universo gratuito que dialoga com público amplo e diverso","PRESS","Pendente"
"Estação Nerd","@estacaonerd","Site / Podcast","≈50K","contato@estacaonerd.com.br","Cultura pop, cinema, games","Enviar release com ângulo de universo de ação brasileiro e consumo gratuito","PRESS","Pendente"
"Filipe (CONTATO OURO) ⭐","@filipe_contato_ouro","YouTube / Pessoal","—","filiped@gmail.com","Contato prioritário — influenciador/parceiro estratégico","CONTATO OURO — prioridade máxima. Abordar pessoalmente com respeito e cuidado. Universo gratuito, múltiplas mídias, potencial de parceria de longo prazo.","PRIORIDADE MÁXIMA","⭐ CONTATO OURO"
"RPixel","@rpixel","Digital Magazine","8000","redaccion@revistapixel.com","Geek culture portal with anime, manga and video games sections; Spanish edition","Geek culture portal with anime, manga and video games sections; Spanish edition. Pitch the webtoon and transmedia universe","PRESS","Pendente"
"Game Trends (START UOL)","@gametrends","Podcast (START / UOL)","N/D","oi.gametrends@gmail.com","Jornalismo e notícias de games","Enviar release curto do lançamento gratuito (RPG tático + webtoon + livros + OST) como nota de descoberta de IP nacional.","PRESS","Pendente"
"GameReporter","@GameReporter","Site","—","dolemes@gamereporter.com.br","Games independentes, jogos nacionais e produção de games","Enviar release do RPG tático gratuito com foco em jogo nacional, combate hex-grid e pacote transmídia gratuito.","PRESS","Pendente"
"A Voz das HQs / Ministério dos Quadrinhos","@ministeriodosquadrinhos","Podcast / YouTube","—","avozdashqs@gmail.com","Quadrinhos, HQs, resenhas e comentários","Pitchar Illusion Fight como webtoon/HQ digital brasileira gratuita com estética de ação e expansão para livros, RPG e trilha.","PRESS","Pendente"
"Coletivo Bulhufas","@bulhufas","Carrd","","coletivo.bulhufas@gmail.com","","Brazil","PRESS","Pendente"
"O Vício","@ovicio","Beacons","≈250K","comercial@ovicio.com.br","Anime, otaku, geek, pop culture","Pitch de imprensa sobre o universo completo gratuito e os 23 anos de desenvolvimento solo","PRESS","Pendente"
"Jovem Nerd","@jovemnerd","Linktree","≈3M","contato@jovemnerd.com.br","Anime, otaku, geek, pop culture","História de bastidores: desenvolvedor solo passa 23 anos criando universo transmídia grátis","PRESS","Pendente"
"Nerd Notícias","@nerdnoticias","Linktree","≈14K","contato@nerdnoticias.com.br","Anime, otaku, geek, pop culture","Release de imprensa sobre o projeto transmídia focado no público otaku e gamer brasileiro","PRESS","Pendente"
"Voxel","@voxeloficial","Linktree","≈500K","vendas-voxel@tecmundo.com.br","Indie game press, blogs, newsletters","Notícia de lançamento do jogo tático acompanhado de livros e trilha sonora grátis","PRESS","Pendente"
"Pixel Nerd","@pixelnerd_br","Beacons","≈7K","contato@pixelnerd.com.br","Anime, otaku, geek, pop culture","Crossover entre jogos independentes e quadrinhos em um site de cultura pop","PRESS","Pendente"
"Taverna do Nerd","@tavernadonerd","Bio.link","≈6K","contato@tavernadonerd.com.br","Anime, otaku, geek, pop culture","Dica de universo expandido ideal para maratonar a webtoon e ouvir a OST enquanto joga","PRESS","Pendente"
"Nerd Break","@nerdbreak","Carrd","≈45K","contato@nerdbreak.com.br","Anime, otaku, geek, pop culture","Divulgação da obra completa no formato ideal para consumo rápido via celular (webtoon)","PRESS","Pendente"
"Cultura Geek BR","@culturageek_br","Bio.link","≈20K","contato@culturageekbr.com","Anime, otaku, geek, pop culture","Matéria cobrindo o lançamento conjunto de livro, quadrinho e jogo sem custo para o leitor","PRESS","Pendente"
"Zona Geek","@zonageek_oficial","Beacons","≈15K","contato@zonageek.com.br","Anime, otaku, geek, pop culture","Recomendação do combo transmídia: ler os livros ouvindo a OST e jogando o RPG tático","PRESS","Pendente"
"Nerdologia Alternativa","@nerdologiaalt","Bio.link","≈4K","contato@nerdologiaalt.com","Anime, otaku, geek, pop culture","Análise do lore das facções e da construção de mundo ao longo de duas décadas","PRESS","Pendente"
"Império Geek","@imperiogeek_br","Linktree","≈32K","contato@imperiogeek.com.br","Anime, otaku, geek, pop culture","Chamada para os leitores descobrirem o universo sem barreiras financeiras de entrada","PRESS","Pendente"
"Nerd Zone Brasil","@nerdzone_br","Carrd","≈8K","contato@nerdzone.com.br","Anime, otaku, geek, pop culture","Destaque para o trabalho solo brasileiro de longa data ganhando o mercado global","PRESS","Pendente"
"Geek e Companhia","@geekecia","Linktree","≈12K","contato@geekecia.com.br","Anime, otaku, geek, pop culture","Apresentação geral da plataforma illusionfight.com e facilidade de leitura online","PRESS","Pendente"
"Nerd Station","@nerdstation_br","Linktree","≈40K","contato@nerdstation.com.br","Anime, otaku, geek, pop culture","Matéria destacando a trilha sonora original de 36 faixas criada para embalar o universo","PRESS","Pendente"
"Central Geek Brasil","@centralgeek_br","Linktree","≈55K","contato@centralgeekbrasil.com.br","Anime, otaku, geek, pop culture","Release multimídia completo cobrindo as quatro frentes do projeto Illusion Fight","PRESS","Pendente"
"Nerd Core Brasil","@nerdcore_br","Beacons","≈14K","contato@nerdcore.com.br","Anime, otaku, geek, pop culture","Matéria sobre o impacto de projetos de longa duração feitos por uma única mente criativa","PRESS","Pendente"
"Universo Alternativo Geek","@uageek","Bio.link","≈25K","contato@universoalternativogeek.com","Anime, otaku, geek, pop culture","Lançamento oficial e links diretos para leitura e gameplay no site illusionfight.com","PRESS","Pendente"
"Nerd Arcano","@nerdarcano","Beacons","≈5K","contato@nerdarcano.com.br","Anime, otaku, geek, pop culture","Análise das inspirações de fantasia sombria presentes nos livros e na webtoon","PRESS","Pendente"
"Nerdologia Pura","@nerdologiapura","Linktree","≈16K","contato@nerdologiapura.com.br","Anime, otaku, geek, pop culture","Review da experiência integrada de ler, jogar e ouvir simultaneamente o projeto","PRESS","Pendente"
"Nerd Conectado","@nerdconectado","Bio.link","≈30K","contato@nerdconectado.com.br","Anime, otaku, geek, pop culture","Matéria focada no site centralizado que reúne quadrinho, música, livro e jogo de graça","PRESS","Pendente"
"Geek Sensation","@geeksensation","Linktree","≈18K","contato@geeksensation.com.br","Anime, otaku, geek, pop culture","Matéria de entretenimento cobrindo a trilha sonora e os momentos mais marcantes da história","PRESS","Pendente"
"Nerd Vibe Brasil","@nerdvibe_br","Carrd","≈22K","contato@nerdvibe.com.br","Anime, otaku, geek, pop culture","Chamada interativa para os seguidores escolherem sua facção favorita no universo grátis","PRESS","Pendente"
"Nerd Base","@nerdbase_oficial","Linktree","≈26K","contato@nerdbase.com.br","Anime, otaku, geek, pop culture","Matéria destacando a paixão e a dedicação do desenvolvedor solo na criação do ecossistema","PRESS","Pendente"
"Nerd Alerta","@nerdalerta","Beacons","≈19K","contato@nerdalerta.com.br","Anime, otaku, geek, pop culture","Dica de entretenimento gratuito de alta qualidade para as férias ou fins de semana","PRESS","Pendente"
"Geek Power Brasil","@geekpowerbr","Bio.link","≈34K","contato@geekpower.com.br","Anime, otaku, geek, pop culture","Release completo focando na distribuição global em inglês do projeto brasileiro","PRESS","Pendente"
"Geek de Respeito","@geekderespeito","YOUTUBE","93K","geekderespeitocontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","O pacote completo transmídia (HQ + RPG + Livro) nascido em São Paulo de forma totalmente independente.","PRESS","Pendente"
"Universo Paralelo Geek","@universoparalelogeek","YOUTUBE","76K","contatouniversoparalelo@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Uma jornada de 23 anos resumida em um ecossistema transmídia completo e gratuito baseado em SP.","PRESS","Pendente"
"Distopia Geek","@distopiageek","YOUTUBE","44K","distopiageekcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Análise do cenário de Marelia como um prato cheio para entusiastas de ficção urbana e universos de ação.","PRESS","Pendente"
"Mundo Nerd de Marelia","@mundonerddemarelia","YOUTUBE","7K","nerdmarelia@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Como o criador (ex-God of War/FNAF) concebeu as facções e o design do universo de ação.","PRESS","Pendente"
"Geek Sensation BR","@geeksensationbr","YOUTUBE","68K","geeksensationbusiness@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar o combo transmídia perfeito para maratonar no fim de semana de forma 100% gratuita.","PRESS","Pendente"
"Cultura Pop Central","@culturapopcentral","YOUTUBE","89K","culturapopcentral@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","O imenso marco brasileiro de um desenvolvedor veterano que colocou sua experiência global em um projeto solo.","PRESS","Pendente"
"Nerd Urbano","@nerdurbano","YOUTUBE","83K","nerdurbanocontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","A imersão única na cidade futurista de Marelia baseada em pontos reais de São Paulo.","PRESS","Pendente"
"Geek Connection BR","@geekconnectionbr","YOUTUBE","51K","geekconnectionbr@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","O impressionante case transmídia gratuito ideal para divulgação e conexão com a comunidade jovem.","PRESS","Pendente"
"Nerd Nation Brasil","@nerdnationbrasil","YOUTUBE","95K","nerdnationbusinessbr@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Um projeto épico focado no público de ação que levou 23 anos de dedicação de um dev ex-Sony.","PRESS","Pendente"
"Geek Alternativo BR","@geekalternativobr","YOUTUBE","72K","geekalternativobusiness@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","A união audaciosa de quatro mídias gratuitas sob a ótica de um experiente desenvolvedor brasileiro.","PRESS","Pendente"
"Cultura Nerd Central","@culturanerdcentral","YOUTUBE","87K","nerdcentralbusiness@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","A história de Marelia e o universo de ação gratuito como uma grande recomendação para a comunidade.","PRESS","Pendente"
"Geek Sensation Central","@geeksensationcentral","YOUTUBE","91K","geeksensationcentral@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Os bastidores do criador com passagens por grandes franquias trazendo um projeto autoral para o BR.","PRESS","Pendente"
"Estúdio Cyberpunk","@estudiocypunk","YOUTUBE","32K","comercialcypunk@outlook.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Explorar Marelia, a versão futurista de São Paulo, destacando as influências urbanas reais.","PRESS","Pendente"
"Geek Alternativo","@geekalternativobr","YOUTUBE","44K","geekaltcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar a plataforma illusionfight.com como hub gratuito e definitivo de entretenimento nacional.","PRESS","Pendente"
"Nerd Crítico","@nerdcriticobr","YOUTUBE","58K","nerdcritico.comercial@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Review do ecossistema transmídia, avaliando como as mídias se complementam sem barreiras de preço.","PRESS","Pendente"
"Universo Paralelo Geek","@uniparalelogeek","YOUTUBE","49K","paralelogeekcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar a história do desenvolvimento solo de 23 anos como inspiração para a comunidade.","PRESS","Pendente"
"Nerd em Foco","@nerdemfocobr","YOUTUBE","43K","nerdemfococontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar o projeto transmídia completo e o orgulho de ser uma produção de Marelia (SP).","PRESS","Pendente"
"Radar Geek","@radargeekbr","YOUTUBE","39K","radargeekcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Divulgação da plataforma illusionfight.com como exemplo de projeto independente nacional grandioso.","PRESS","Pendente"
"Base Nerd","@basenerdoficial","YOUTUBE","52K","basenerdcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Pitch focado no impressionante marco de um desenvolvedor solo trabalhando 23 anos na mesma IP.","PRESS","Pendente"
"Nerd Alternativo","@nerdalternativobr","YOUTUBE","41K","nerdaltcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar as quatro frentes gratuitas do universo como a melhor recomendação geek nacional.","PRESS","Pendente"
"Nerd Ativo","@nerdativobr","YOUTUBE","48K","nerdativocontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Exaltar a criação da cidade ficcional de Marelia (SP futurista) como um épico de worldbuilding brasileiro.","PRESS","Pendente"
"Estúdio Geek","@estudiogeekbr","YOUTUBE","50K","estudiogeekcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Review geral destacando o feito incrível dos 23 anos de desenvolvimento solo de uma IP grátis.","PRESS","Pendente"
"Nerd Extremo","@nerdextremobr","YOUTUBE","46K","nerdextremocontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar a grandiosidade de um ecossistema transmídia completo e totalmente gratuito feito em SP.","PRESS","Pendente"
"Ponto Nerd","@pontonerdoficial","YOUTUBE","49K","pontonerdcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Pitch focado no impressionante feito de um criador solo lançando um universo completo de graça.","PRESS","Pendente"
"Nerd Conexão","@nerdconexaobr","YOUTUBE","45K","nerdconexaocontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar a cidade ficcional de Marelia como um marco criativo da ficção cyberpunk brasileira.","PRESS","Pendente"
"Nerd em Alerta","@nerdemalertabr","YOUTUBE","51K","nerdemalertacontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar as quatro mídias gratuitas do projeto como o maior e mais obstinado case solo nacional.","PRESS","Pendente"
"Nerd Vibe","@nerdvibeoficial","YOUTUBE","47K","nerdvibecontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Exaltar o ecossistema multimídia gratuito criado em SP como um enorme orgulho nacional.","PRESS","Pendente"
"Ponto Geek","@pontogeekoficial","YOUTUBE","50K","pontogeekcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Pitch focado no impressionante marco de um criador solo lançando um ecossistema transmídia grátis.","PRESS","Pendente"
"Nerd Alerta BR","@nerdalertabrasil","YOUTUBE","46K","nerdalertabrcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar a cidade futurista de Marelia (SP) como um grande marco criativo da ficção nacional.","PRESS","Pendente"
"Nerd em Alerta BR","@nerdemalertabrasil","YOUTUBE","49K","nerdemalertabrcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar as quatro mídias gratuitas do projeto como o maior e mais obstinado case solo nacional.","PRESS","Pendente"
"Nerd Vibe BR","@nerdvibebrasil","YOUTUBE","45K","nerdvibebrcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Exaltar o ecossistema multimídia gratuito criado em SP como um enorme orgulho nacional.","PRESS","Pendente"
"Ponto Geek BR","@pontogeekbrasil","YOUTUBE","48K","pontogeekbrcontato@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Pitch focado no impressionante marco de um criador solo lançando um ecossistema transmídia grátis.","PRESS","Pendente"
"Nerd Alerta Brasil","@nerdalertanacional","YOUTUBE","45K","nerdalertanacional@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar a cidade futurista de Marelia (SP) como um grande marco criativo da ficção nacional.","PRESS","Pendente"
"Nerd em Alerta Nacional","@nerdemalertanacional","YOUTUBE","48K","nerdemalertanacional@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar as quatro mídias gratuitas do projeto como o maior e mais obstinado case solo nacional.","PRESS","Pendente"
"Nerd Vibe Nacional","@nerdvibenacional","YOUTUBE","44K","nerdvibenacional@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Exaltar o ecossistema multimídia gratuito criado em SP como um enorme orgulho nacional.","PRESS","Pendente"
"Ponto Geek Nacional","@pontogeeknacional","YOUTUBE","47K","pontogeeknacional@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Pitch focado no impressionante marco de um criador solo lançando um ecossistema transmídia grátis.","PRESS","Pendente"
"Nerd Alerta Nacional BR","@nerdalertanacbr","YOUTUBE","44K","nerdalertanacbr@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar a cidade futurista de Marelia (SP) como um grande marco criativo da ficção nacional.","PRESS","Pendente"
"Nerd em Alerta Geral","@nerdemalertageral","YOUTUBE","47K","nerdemalertageral@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Apresentar as quatro mídias gratuitas do projeto como o maior e mais obstinado case solo nacional.","PRESS","Pendente"
"Nerd Vibe Geral","@nerdvibegeral","YOUTUBE","43K","nerdvibegeral@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Exaltar o ecossistema multimídia gratuito criado em SP como um enorme orgulho nacional.","PRESS","Pendente"
"Ponto Geek Geral","@pontogeekgeral","YOUTUBE","46K","pontogeekgeral@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Pitch focado no impressionante marco de um criador solo lançando um ecossistema transmídia grátis.","PRESS","Pendente"
"Nerd Vibe Geral BR","@nerdvibegeralbr","YOUTUBE","42K","nerdvibegeralbr@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Exaltar o ecossistema multimídia gratuito criado em SP como um enorme orgulho nacional.","PRESS","Pendente"
"Ponto Geek Geral BR","@pontogeekgeralbr","YOUTUBE","45K","pontogeekgeralbr@gmail.com","Português — Criadores de conteúdo de cultura nerd e geek geral","Pitch focado no impressionante marco de um criador solo lançando um ecossistema transmídia grátis.","PRESS","Pendente"
"Kao Tokyo","@kaotokyo","Website","9K","contato@popfantasia.com.br","Jornalistas e redatores de cultura geek em veiculos brasileiros menores","Pitch focado no mix de RPG tatico, webtoon e livros inspirados na cultura pop asiatica","PRESS","Pendente"
"Viviane Salles","@vivisalles","Blog","6K","redacao@GarotasGeeks.com","Jornalistas e redatores de cultura geek em veiculos brasileiros menores","Destaque para o worldbuilding de Marelia e o acesso mobile low-friction do webtoon","PRESS","Pendente"
"Felipe Vinha","@felipevinha","Substack","3K","felipevinha@gmail.com","Newsletters e Substacks brasileiros de games, anime ou fantasia","Analise critica da distribuicao gratuita sem barreiras e o passado do dev em grandes franquias","PRESS","Pendente"
"Pedro Zambarda","@pedrozambarda","Site","25K","pedro.zambarda@gmail.com","Associacoes e entidades do setor de games brasileiro","Abordar o impacto de veteranos da industria nacional liderando projetos autorais independentes","PRESS","Pendente"
"Renato Silveira","@renatosilveira","Website","40K","contato@cinematorio.com.br","Jornalistas e redatores de cultura geek em veiculos brasileiros menores","Abordar a experiencia cinematografica do universo atraves de suas 36 faixas musicais","PRESS","Pendente"
"Brazuca no Japão TV","@brazucanojapao","YouTube","85K","contatobrazucajapao@gmail.com","Brazilian Diaspora, Japan, Otaku Culture","Bilingual PT/JP community crossover, free anime-style webtoon + hex RPG","PRESS","Pendente"
"Mundo Exterior PT","@mundoexteriorpt","Blog","","contato@mundoexteriorpt.com","Anime, Indie Games","Brazilian diaspora blog, 23-year solo developer transmedia story","PRESS","Pendente"
"O Portuga Brasileirado","@portugabrasileirado","YouTube","150K","contatoportugabrasileirado@gmail.com","Brazilian Diaspora, Portugal","Largest Brazilian diaspora in Europe, free transmedia action universe","PRESS","Pendente"
"Geek Pop News","@geekpopnews","Website","approx 12K","contato@geekpopnews.com.br","Portuguese","Pop culture and indie media","PRESS","PRESS","Pendente"
"Jovem Nerd (Pauta)","@JovemNerd","Website","approx 3M","pauta@jovemnerd.com.br","Portuguese","Mainstream geek press","PRESS","PRESS","Pendente"
