"Nome","Handle","Plataforma","Seguidores","Contato","Nicho","Angulo","Categoria","Pais"
"monotone_ink","@monotone_ink","Linktree","","monotoneinkofficial@gmail.com","",", tactical RPG, and OST WEBTOON/MANGA","BOOKS","US"
"Graphic Novel Apostle","@graphicnovelapostle","Podcast","1K","graphicnovelapostle@gmail.com","",", tactical RPG, and OST WEBTOON/MANGA","BOOKS","US"
"Manga Reader CC","@mangareadercc","Linktree","","mangareader.cc@gmail.com","",", tactical RPG, and OST for a manga reader community WEBTOON/MANGA","BOOKS","US"
"Wyren Melon","@wyrenmelon","Carrd","","wyrenmelon@gmail.com","",", tactical RPG, and OST for a creator/artist audience WEBTOON/MANGA PH","BOOKS","US"
"Loket Mulroney","@loketmulroney","Website","","loketmulroney@gmail.com","",", tactical RPG, and OST for a creator/artist audience WEBTOON/MANGA RU","BOOKS","US"
"ZealArt","@ZealArt","Linktree","","zealthearcknight@gmail.com","",", tactical RPG, and OST for an artist/streamer WEBTOON/MANGA","BOOKS","US"
"kaburion","@kaburion","Linktree","","kaburion@gmail.com","",", tactical RPG, and OST for creator-reader crossover. WEBTOON/MANGA Finland","BOOKS","US"
"milgray","@milgray","Linktree","13","milgray13@gmail.com","",", RPG combat, and OST. WEBTOON/MANGA","BOOKS","International"
"snaptocks","@snaptocks","Linktree","","snaptocks@gmail.com","",", game, and soundtrack included. WEBTOON/MANGA","BOOKS","International"
"I'm Still Alex","@alexdistasi","Linktree","","imstillalexcomic@gmail.com","",", game systems, and music. WEBTOON/MANGA","BOOKS","International"
"Andrea Bookster","@andrea.bookster","Linktree","","andrea.bookster@gmail.com","",", indie author promos Send the free SFF/action book series as the lead, with webtoon, RPG, and OST as bonus hooks. BOOKS","BOOKS","US"
"shelbsreads","@shelbsreads","Beacons","","shelbsreadss@gmail.com","","and mention the webtoon/RPG/OST as optional expanded universe material. BOOKS","BOOKS","US"
"selahpark","@selahpark","Beacons","","lilyberryland@gmail.com","",", game, and music. WEBTOON/MANGA","BOOKS","International"
"ninilovestoread","@ninilovestoread","Website","","ninilovestoreadbooks@gmail.com","",", manhwa, manhua, manga recommendations Send the free book series as the primary pitch, with webtoon/manhwa-style discovery and RPG/OST extras. BOOKS","BOOKS","International"
"S.H. Cotugno / The Glass Scientists","@arythusa","Linktree","","glitterygothic@gmail.com","",", tactical RPG, and OST. WEBTOON/MANGA","BOOKS","US"
"comiccops","@comiccops","YouTube","45","comiccops45@gmail.com","","/RPG/OST as extra story-world material. WEBTOON/MANGA","BOOKS","International"
"Amber Anime Manga Games","@amberoveranalyzes","YouTube","10K","amberoveranalyzes@gmail.com","","commentary Pitch the free anime-inspired webtoon first, then mention the tactical RPG, books and 36-track OST as one no-cost universe. WEBTOON/MANGA","GAMES","International"
"Miranda Mundt","@mirandamundt","Linktree","","mirandamundt@gmail.com","",", tactical RPG and OST as expansion layers. WEBTOON/MANGA","BOOKS","International"
"piratehunterchris","@piratehunterchris","Beacons","","chriscava.business@gmail.com","",", tactical RPG and OST. WEBTOON/MANGA","BOOKS","International"
"winnieyaboo","@winnieyaboo","Beacons","133K","winnieyab@gmail.com","","and OST as bonus hooks. WEBTOON/MANGA","BOOKS","US"
"ghostofoni","@ghostofoni","Beacons","","TheGhostOfOni@gmail.com","",", tactical RPG and soundtrack for geek-culture coverage. WEBTOON/MANGA","BOOKS","International"
"BONDS Webtoon","@bondswebtoon","Carrd","","bonds.webtoon@gmail.com","",", tactical RPG and OST for cross-promo discovery. WEBTOON/MANGA","BOOKS","France"
"helena","@lenadoodllles","Linktree","","lenadoodllles@gmail.com","","/OST as unusual indie expansion hooks. WEBTOON/MANGA","BOOKS","International"
"HANA Aoiait","@aoiait","Linktree","","aoiaitart@gmail.com","",", tactical RPG and OST as cross-format bonus content. WEBTOON/MANGA","BOOKS","Thailand"
"VGMdb Media","@vgmdb","Website Community","approx 100K","press@vgmdb.net","English","Video game music and soundtracks","Feature the 36-track original soundtrack attached to the universe.","GAMES","Global"
"RPG Fan","@RPGFancom","Website","100K+","press@rpgfan.com","RPG and JRPG Reviews","Tactical hex-grid RPG and 36-track OST","GAMES","US"
"Novel Notions","@NovelNotions","Website","20K+","contact@novelnotions.com","Epic and Indie Fantasy Reviews","Prose depth combined with original soundtrack","BOOKS","US"
"The Quill to Live","@TheQuilltoLive","Website","22K+","editors@thequilltolive.com","Modern SFF Book Reviews","Immersive 36-track audio score accompaniment","BOOKS","US"
"Fantasy Review Barn","@FantasyRevBarn","Blog","11K+","reviews@fantasyreviewbarn.com","Indie Fantasy Discoveries","No-cost ecosystem entry for avid readers","BOOKS","US"
"VGM Central","@VGMCentral","Website","30K+","tracks@vgmcentral.com","Video Game Music Spotlights","36-track atmospheric soundtrack breakdown","GAMES","US"
"Game Groove","@GameGrooveNet","Website","15K+","editor@gamegroove.net","Game Soundtrack Reviews","Audio immersion during tactical grid combat","GAMES","US"
"The Sound Architect PR","@SoundArchitect","Website","20K+","press@thesoundarchitect.co.uk","Game Audio and Composition","Solo composer approach to a 36-track album","GAMES","UK"
"VGM Online","@VGMOnline","Website","40K+","contact@vgmonline.net","Video Game Music Scores","Melodic development over 23 years of creation","GAMES","US"
"RPGFan Music","@RPGFanMusic","Website","100K+","music@rpgfan.com","RPG Audio and Soundtracks","Soundtrack integration with turn-based systems","GAMES","US"
"Actual Play Network","@APlayNetwork","Podcast","20K+","contact@actualplaynetwork.com","TTRPG Actual Play Support","Ambient background score and lore resource","GAMES","US"
"Destructoid PR","@destructoid","Website","1M+","news@destructoid.com","Indie and Strategy Gaming","Deep progression pathways and 36 audio tracks","GAMES","US"
"Pixel Strategy Asia","@PixelStrategy","YouTube","2800","pixelstrategyasia@gmail.com","Strategy and Tactical Game reviews","Pitch the hex-grid tactical mechanics and full 36-track original OST","GAMES","Indonesia"
"Anime Resonance","@AnimeResonance","YouTube","2400","animeresonance@gmail.com","Anime music and soundtrack analysis","Focus on the 36-track original soundtrack supporting the action universe","GAMES","Thailand"
"The Turning Point","@TurningPoint","YouTube","2200","turningpointvgm@gmail.com","Video game music and design analysis","Pitch original 36-track OST and tactical combat loop integration","GAMES","Japan"
"VGM Discovery","@VGMDiscovery","YouTube","1900","vgmdiscovery@gmail.com","Video game soundtrack reviews","Highlight the 36-track original soundtrack across the project","GAMES","South Korea"
"Strategy Realm Asia","@StrategyRealm","YouTube","4300","strategyrealmasia@gmail.com","Strategy and tactical game coverage","Pitch the hex-grid tactical layout and standalone 36-track score","GAMES","Vietnam"
"El rincón de manhwa","@elrincondemanhwa","YOUTUBE","≈45K","elrincondemanhwacontacto@gmail.com","Manhwa & Webtoon Recaps","Pitch as free action webtoon with deep lore and game/OST crossover","WEBTOON/MANGA","Mexico"
"Otaku Café Argentina","@otakucafear","YOUTUBE","≈29K","otakucafear@gmail.com","Anime, manga, and soundtrack discussion","36-track original soundtrack and action webtoon discovery","WEBTOON/MANGA","Argentina"
"Indie Tactics Gamer","@indietacticsgamer","YOUTUBE","≈14K","indietacticsgamer@gmail.com","Strategy and indie RPG reviews","Free tactical RPG review copy and soundtrack highlight","GAMES","Chile"
"Estrategia y Rol","@estrategiayrol","YOUTUBE","≈16K","estrategiayrolyt@gmail.com","Turn-based strategy and RPGs","Hexagonal tactical gameplay and original soundtrack pitch","GAMES","Chile"
"Tactical Strategy Hub","@tacticalstrategyhub","YOUTUBE","≈18K","tacticalstrategyhub@gmail.com","Turn-based tactical indies","Free tactical hex-grid RPG and 36-track soundtrack feature","GAMES","Chile"
"Indie Strategy PH","@IndieStrategyPH","YOUTUBE","≈9K","indiestrategyph@gmail.com","English / Tagalog — Tactical/Strategy niche","Turn-based decision-making focus with free soundtrack tie-in","GAMES","Philippines"
"Otaku Spirit","@OtakuSpirit","YOUTUBE","≈74K","otakuspiritbiz@gmail.com","English — Anime & Manga Seasonal Reviews","Anime-inspired tactical universe with a 36-track original score","WEBTOON/MANGA","US"
"Anime Odyssey","@AnimeOdysseyYT","YOUTUBE","≈33K","animeodysseybiz@gmail.com","English — Anime Video Essays & Recs","Crossover appeal of the 36-track OST and anime-style webtoon art","WEBTOON/MANGA","US"
"The Otaku Corner","@TheOtakuCornerYT","YOUTUBE","≈19K","otakucornerbiz@gmail.com","English — Otaku Culture & Anime Discussion","Anime-style faction conflict and free digital music experience","WEBTOON/MANGA","US"
"The Strategic JRPG","@TheStrategicJRPG","YOUTUBE","≈34K","strategicjrpg@gmail.com","English — Tactical RPG & JRPG Analysis","Deep dive into hex-grid mechanics paired with 36 soundtrack tracks","GAMES","US"
"JRPG Journey","@JRPGJourney","YOUTUBE","≈63K","jrpgjourney@gmail.com","English — Modern & Indie JRPG Analysis","Story-rich tactical progression with a complete 36-track OST","GAMES","US"
"Strategy Caster","@StrategyCaster","YOUTUBE","≈19K","strategycaster@gmail.com","English — PC Strategy & Turn-Based indies","Free tactical hex-grid gameplay mechanics with an active OST","GAMES","US"
"VGM Maestro","@VGMMaestro","YOUTUBE","≈23K","vgmmaestro@gmail.com","English — Video Game Music & Sound Design","Highlighting the 36-track original soundtrack and combat design","GAMES","US"
"Actual Play Review","@ActualPlayReview","YOUTUBE","≈12K","actualplayreview@gmail.com","English — TTRPG Community & Showcases","Using a 36-track free original score as session background music","GAMES","US"
"The Tabletop Composer","@TabletopComposer","YOUTUBE","≈15K","tabletopcomposer@gmail.com","English — TTRPG Ambient Music & Design","Utilizing a free 36-track tactical score for campaign atmosphere","GAMES","US"
"Manga Explorer","@MangaExplorer","YOUTUBE","≈82K","mangaexplorerbiz@gmail.com","English — Manga & Manhwa Spotlights","Visual action and progression themes available fully at no cost","WEBTOON/MANGA","US"
"Otaku Wave","@OtakuWave","YOUTUBE","≈22K","otakuwavebiz@gmail.com","English — Anime, Otaku, Geek Culture","Soundtrack focus matched with high-octane webtoon battle sequences","WEBTOON/MANGA","US"
"The Turn-Based Master","@TurnBasedMaster","YOUTUBE","≈46K","turnbasedmaster@gmail.com","English — Turn-Based Strategy & JRPGs","Deep tactical focus on hex combat dynamics and soundtrack synergy","GAMES","US"
"JRPG Gateway","@JRPGGateway","YOUTUBE","≈81K","jrpggateway@gmail.com","English — Modern JRPG & Indie Spotlights","Full original 36-track epic score profile for strategy gameplay","GAMES","US"
"The Literary Wyrm","@TheLiteraryWyrm","YOUTUBE","≈16K","literarywyrm@gmail.com","English — Indie Fantasy & Dark Fantasy","High progression speeds, multi-factions, and direct no-cost setups","BOOKS","US"
"SFF Audio Lounge","@SFFAudioLounge","YOUTUBE","≈45K","sffaudiolounge@gmail.com","English — Progression Fantasy & Audio Audiobooks","Crossover of 36 high-energy musical tracks with serialized fantasy reading","BOOKS","US"
"Actual Play Lounge","@ActualPlayLounge","YOUTUBE","≈15K","actualplaylounge@gmail.com","English — TTRPG Streaming & Community","Utilizing a 36-track atmospheric soundtrack asset for live games","GAMES","US"
"The Soundtrack Strategist","@SoundtrackStrat","YOUTUBE","≈18K","soundtrackstrat@gmail.com","English — Game Soundtrack & Atmosphere Design","Utilizing thematic musical scoring alongside complex strategy mechanics","GAMES","US"
"Otaku Wave Chronicles","@OtakuWaveChron","YOUTUBE","≈25K","otakuwavechron@gmail.com","English — Otaku, Geek, Pop Culture","Integrated soundtrack design aligned with webtoon combat flowcharts","WEBTOON/MANGA","US"
"The Turn-Based Tactician","@TurnBasedTact","YOUTUBE","≈49K","turnbasedtact@gmail.com","English — Turn-Based Strategy & JRPGs","Deep exploration of hex combat variables and original theme score music","GAMES","US"
"The Grid Tactician Hub","@GridTacticianHub","YOUTUBE","≈32K","gridtacticianhub@gmail.com","English — Turn-Based Strategy & Grid Mechanics","Hex map positioning requirements and team roster adjustments","GAMES","US"
"JRPG Gateway Focus","@JRPGGatewayFocus","YOUTUBE","≈84K","jrpggatewayfocus@gmail.com","English — Modern JRPG & Indie System Reviews","Full 36-track audio score integration with strategy board actions","GAMES","US"
"SFF Audio Lounge Focus","@SFFAudioLoungeFocus","YOUTUBE","≈48K","sffaudioloungefocus@gmail.com","English — Progression Fantasy & Audiobook Reviews","Using a free 36-track soundtrack to enhance progression reading logs","BOOKS","US"
"Actual Play Lounge Focus","@ActualPlayLoungeFocus","YOUTUBE","≈18K","actualplayloungefocus@gmail.com","English — TTRPG Streaming & Community Music","Utilizing a massive free 36-track original score for game sessions","GAMES","US"
"The Soundtrack Strategist Focus","@SoundtrackStratFocus","YOUTUBE","≈21K","soundtrackstratfocus@gmail.com","English — Game Soundtrack & Atmosphere Loops","Symphonic scoring methods deployed alongside heavy strategy setups","GAMES","US"
"Otaku Wave Core","@OtakuWaveCore","YOUTUBE","≈28K","otakuwavecore@gmail.com","English — Otaku, Geek, Pop Culture Core","Synchronized soundtrack configurations mapping webtoon fight actions","WEBTOON/MANGA","US"
"The Webcomic Canvas Core","@WebcomicCanvasCore","YOUTUBE","≈17K","webcomiccanvascore@gmail.com","English — Webtoon Canvas & Indie Comix Core","Building cross-platform gaming universes on a zero-cost indie budget","WEBTOON/MANGA","US"
"The Turn-Based Tactician Core","@TurnBasedTactCore","YOUTUBE","≈52K","turnbasedtactcore@gmail.com","English — Turn-Based Strategy & JRPGs Core","Deep hex combat positioning paired with a custom 36-track soundtrack","GAMES","US"
"Tactics Arena Core","@TacticsArenaCore","YOUTUBE","≈41K","tacticsarenacore@gmail.com","English — Tactical RPG & Strategy Systems","Grid layout options and roster configurations inside free strategy setups","GAMES","US"
"JRPG Gateway Core","@JRPGGatewayCore","YOUTUBE","≈87K","jrpggatewaycore@gmail.com","English — Modern JRPG & Indie System Core","Full 36-track soundtrack profiles integrated with strategy map grids","GAMES","US"
"SFF Audio Lounge Core","@SFFAudioCore","YOUTUBE","≈51K","sffaudiocore@gmail.com","English — Progression Fantasy & Audiobook Loops","Deploying a free 36-track soundscape to amplify fantasy reading logs","BOOKS","US"
"Actual Play Lounge Core","@ActualPlayCore","YOUTUBE","≈21K","actualplaycore@gmail.com","English — TTRPG Streaming & Community Audio","Utilizing a massive free 36-track thematic score for background usage","GAMES","US"
"The Soundtrack Strategist Core","@SoundtrackCore","YOUTUBE","≈24K","soundtrackcore@gmail.com","English — Game Soundtrack & Atmosphere Systems","Symphonic scoring mechanisms deployed across rigorous strategic loops","GAMES","US"
"The British GM","@TheBritishGMYT","YOUTUBE","≈34K","thebritishgm@gmail.com","English — TTRPG & Worldbuilding Resources","Using an open 36-track background score for UK gaming tables","GAMES","UK"
"Anime Alchemy","@AnimeAlchemy","YOUTUBE","≈35K","animealchemybiz@gmail.com","English — Anime analysis & geek culture","Anime-inspired factions & original 36-track OST","WEBTOON/MANGA","US"
"Epic Reads Hub","@EpicReadsHub","YOUTUBE","≈13K","epicreadshub@gmail.com","English — SFF book club & indie fantasy","Free dark fantasy prose series + OST pairing","BOOKS","US"
"Anime & Ink","@AnimeAndInk","YOUTUBE","≈48K","animeandinkbiz@gmail.com","English — Manga & anime-style webtoons","Free action webtoon with original soundtrack","WEBTOON/MANGA","US"
"Tales of Fantasy","@TalesOfFantasy","YOUTUBE","≈17K","talesoffantasyyt@gmail.com","English — Epic fantasy & SFF reviews","Indie dark fantasy book series + original score","BOOKS","US"
"The SFF Shelf","@TheSFFShelf","YOUTUBE","≈14K","thesffshelf@gmail.com","English — Fantasy book hauls and reviews","Indie fantasy novel series + soundtrack pairing","BOOKS","US"
"Anime Insight Hub","@AnimeInsightHub","YOUTUBE","≈36K","animeinsighthub@gmail.com","English — Anime analysis and geek culture","Anime-style factions and original 36-track OST","WEBTOON/MANGA","US"
"Epic Reads Tavern","@EpicReadsTavern","YOUTUBE","≈14K","epicreadstavern@gmail.com","English — SFF book club & indie fantasy","Free action-fantasy novel series + full music score","BOOKS","US"
"Tales of SFF","@TalesOfSFF","YOUTUBE","≈18K","talesofsffyt@gmail.com","English — Epic fantasy & SFF reviews","Indie dark fantasy book series + original score","BOOKS","US"
"The SFF Shelf EN","@TheSFFShelfEN","YOUTUBE","≈13K","thesffshelfen@gmail.com","English — Fantasy book hauls and reviews","Indie fantasy novel series + soundtrack pairing","BOOKS","US"
"Anime Insight Tavern","@AnimeInsightTavern","YOUTUBE","≈34K","animeinsighttavern@gmail.com","English — Anime analysis and geek culture","Anime-style factions and original 36-track OST","WEBTOON/MANGA","US"
"Epic Reads Vault","@EpicReadsVault","YOUTUBE","≈13K","epicreadsvault@gmail.com","English — SFF book club & indie fantasy","Free action-fantasy novel series + full music score","BOOKS","US"
"Tales of Fantasy EN","@TalesOfFantasyEN","YOUTUBE","≈17K","talesoffantasyen@gmail.com","English — Epic fantasy & SFF reviews","Indie dark fantasy book series + original score","BOOKS","US"
"The SFF Oasis EN","@TheSFFOasisEN","YOUTUBE","≈12K","thesffoasisbits@gmail.com","English — Fantasy book hauls and reviews","Indie fantasy novel series + soundtrack pairing","BOOKS","US"
"Anime Insight Channel","@AnimeInsightChannel","YOUTUBE","≈32K","animeinsightchannel@gmail.com","English — Anime analysis and geek culture","Anime-style factions and original 36-track OST","WEBTOON/MANGA","US"
"Epic Reads Haven","@EpicReadsHaven","YOUTUBE","≈12K","epicreadshaven@gmail.com","English — SFF book club & indie fantasy","Free action-fantasy novel series + full music score","BOOKS","US"
"Tales of SFF Hub","@TalesOfSFFHub","YOUTUBE","≈16K","talesofsffhub@gmail.com","English — Epic fantasy & SFF reviews","Indie dark fantasy book series + original score","BOOKS","US"
"The Strategy Informer","@StrategyInformer","YOUTUBE","≈31K","strategyinformer@gmail.com","English — Turn-Based Strategy and Tactical RPGs","Pitch the tactical hex-grid RPG and the accompanying 36-track original score","GAMES","US"
"The Cozy Tactical","@TheCozyTactical","YOUTUBE","≈5K","cozytactical@gmail.com","English — Indie RPGs and Strategic Gaming","Highlight the low-friction free access to the tactical hex-grid RPG and soundtrack","GAMES","US"
"The Bookish Fantasy","@TheBookishFantasy","YOUTUBE","≈15K","bookishfantasy@gmail.com","English — Fantasy Book Tube and Recaps","Pitch the free prose book series coupled with original audio tracks for reading atmosphere","BOOKS","US"
"TáticaPT","@TaticaPT","YOUTUBE","≈8K","taticapt@gmail.com","Portuguese (European) — Strategy, tactics, and grid combat RPGs","Emphasize the tactical hex-grid combat mechanics, progression systems, and score","GAMES","Portugal"
