"Nome","Handle","Plataforma","Seguidores","Contato","Nicho","Angulo","Categoria","Pais"
"Giant Bomb","@giantbomb","Website/Podcast","500K+","tips@giantbomb.com","Game reviews/previews/culture","Free indie tactical RPG quick-look feature pitch - solo dev story with transmedia universe","GAMES","US"
"Comics Worth Reading","@comicsworthreading","Blog","-","johanna@comicsworthreading.com","Comic and graphic novel reviews","Submit the webtoon and book series as an indie transmedia project for review consideration.","WEBTOON/MANGA","US"
"OtakuWire","@otakuwire","Website","-","contact@otakuwire.net","Anime news and culture","Send a press release about the free anime-inspired webtoon","tactical RPG","and 36-track OST."
"The Midcore Gamer","@themidcoregamer","Steam Curator","-","themidcoregamer@gmail.com","Indie and strategy game reviews","Send a free key for the tactical RPG; highlight the deep combat and free transmedia extras.","GAMES","US"
"New Game Network","@newgamenetwork","Website","-","quinn.hall@newgamenetwork.com","Indie and AAA game reviews","Submit the free tactical RPG for review; emphasize the solo creator and transmedia world.","GAMES","US"
"Pocket Gamer","@pocketgamer","Website","-","reviews@pocketgamer.co.uk","Mobile/indie games","UK mobile gaming press","review pitch","PRESS"
"Anime News Network (UK)","@animenewsnetwork","Website","-","uk-news@animenewsnetwork.com","Anime/manga news","UK-specific submissions for anime-inspired webtoon","PRESS","UK"
"Pipedream Comics","@pipedreamcomics","Website / X / Instagram","827 Facebook","pipedreamcomicsuk@gmail.com","Indie","small press and digital comics","Send a webtoon-first review pitch highlighting free digital access","WEBTOON/MANGA"
"Turn Based Lovers","@turnbasedlovers","Website + YouTube","~15K YouTube","contact@turnbasedlovers.com","Turn-Based / Strategy RPGs","Perfect niche fit - tactical hex-grid RPG is their exact coverage zone; send press kit and key","GAMES","US"
"Fangoria (Editorial)","@fangoria","Magazine / Website","established 1979","editorial@fangoria.com","Horror / Dark Fantasy Culture","Pitch the grimdark/dark fantasy angle of the universe for feature coverage","PRESS","US"
"Destructoid","@destructoid","Website","established 2006","tips@destructoid.com","Indie Gaming / RPGs","Submit press release with fun hook as they request; highlight indie tactical RPG","GAMES","US"
"Anime News Network (Editors)","@animenewsnetwork","Website","largest anime news","editors@animenewsnetwork.com","Anime / Manga Industry News","Pitch the webtoon series to editorial team for news/feature consideration","PRESS","US"
"Anime News Network (Advertising)","@animenewsnetwork","Website","largest anime news","advertising@animenewsnetwork.com","Anime Industry Advertising","Explore ad/promotional partnership to reach anime/manga reader demographic","PRESS","US"
"Fangoria (Info)","@fangoria","Magazine / Website","established 1979","info@fangoria.com","Horror / Dark Fantasy General Inquiries","General press introduction for the dark fantasy universe","PRESS","US"
"Fangoria (Advertising)","@fangoria","Magazine / Website","established 1979","advertising@fangoria.com","Horror Culture Advertising Partnership","Explore ad/promotional partnership for the dark fantasy brand","PRESS","US"
"God is a Geek (Editorial)","@godisageek","Website","~80K monthly readers","contact@godisageek.com","UK games press editorial","Alternative contact for general pitching about the free action universe","GAMES","UK"
"PocketGamer.biz (Craig Chapple)","@craigchapple","Website / Newsletter","B2B mobile gaming","craig.chapple@steelmedianetwork.com","Head of Content at PocketGamer.biz - mobile games B2B","Pitch the mobile-friendly webtoon + game crossover as an indie case study","PRESS","UK"
"PocketGamer.biz (Paige Cook)","@Paige_Cook_","Website","B2B mobile gaming","paige.cook@steelmedianetwork.com","Deputy Editor at PocketGamer.biz - mobile gaming","Free action universe spans webtoon (mobile-native)","book series and tactical RPG","PRESS"
"PocketGamer.biz (Aaron Astle)","@aaronastle","Website","B2B mobile gaming","aaron.astle@steelmedianetwork.com","News Editor at PocketGamer.biz - mobile games","News-worthy angle: Solo dev launches free tactical RPG + webtoon after 23 years","PRESS","UK"
"PowerUps","@PowerUps_ES","Website/X","~6K X","contacto@powerups.es","Indie and retro gaming press in Spanish","Pitch the free hex-grid tactical RPG with webtoon","books and OST as a long-running indie universe","GAMES"
"playNOmore","-","Website","-","prensa@playnomore.com","Argentine video game press","reviews and industry","Pitch free tactical game and 23-year solo creation with transmedia angle for Argentine gamer audience","GAMES"
"Atomix / Alberto Desfassiaux","@Atomix","Website","-","alberto.defa@prowell.media","Mexican video game press and gamer culture","Editorial pitch about free tactical RPG with anime DNA","books and original soundtrack","GAMES"
"AnaitGames / Victor Martinez","@anaitgames","Website/Podcast","~32K X","victor.martinez@anaitgames.com","Video game criticism","indies and culture media","Present the project as an independent rarity: tactical RPG","webtoon"
"Hobby Consolas","@hobby_consolas","Website/Magazine","-","hobbyconsolas@henneomagazines.com","Generalist video game and entertainment press","Send brief note highlighting free game","36-track OST and 23-year development story","PRESS"
"Comunidad Xbox","@ComunidadXbox","Website/Podcast","-","web@comunidadxbox.com","Xbox community and press in Spanish","Pitch of tactical RPG as free-to-play indie discovery with complete narrative universe","GAMES","Spain"
"GamerFocus","@GamerFocus","Website","-","contacto@gamerfocus.co","Colombian video game","anime and pop culture media","Pitch free tactical RPG as indie discovery for Colombian gamer readers","with webtoon and OST as extras"
"Smash Pages (J.K. Parkin)","@smashpages","Website","-","jkparkin@yahoo.com","Comics criticism and interviews","Editor - pitch webtoon and creator-owned comics universe with game/book/OST tie-ins","PRESS","US"
"3DJuegos (Press)","@3DJuegos","Website (Webedia)","Major site","3djuegos-redaccion@webedia-group.com","Largest Spanish gaming website covering all platforms","Submit press release targeting RPG and Strategy coverage","PRESS","Spain"
"Vida Extra (General)","@vidaextra","Website (Webedia)","Major site","contacto@vidaextra.com","Spanish gaming/entertainment general contact","General pitch about free action universe project","PRESS","Spain"
"3DJuegos (General)","@3DJuegos","Website (Webedia)","Major site","contacto@3djuegos.com","Spanish gaming general contact","General pitch about free indie tactical RPG","PRESS","Spain"
"DeVuego Blog","@devuego","Blog","5000","redaccion@devuego.es","","Indie game press Spain","Specialized in Spanish development; review and promotion of national indie games","GAMES"
"indie-o-rama","@indieorama","Digital Magazine","3000","info@indieorama.com","","Indie game press","Alternative independent video game magazine with criticism and pop culture; niche audience","GAMES"
"ArsGames","@arsgames","Web/Newsletter","2000","info@arsgames.net","","Indie games newsletter","Newsletter and web with indie game reviews; Spanish-speaking audience","GAMES"
"Cultura Geek Mexico","@cultrageekmx","Web","10000","contacto@culturageek.com.mx","","Geek culture/press","Geek culture","technology and video games portal; Mexican and LATAM audience"
"Sala Geek","@salageek","Web/Newsletter","20000","contacto@salageek.com","","Geek culture/press","Geek community with Geeky Weekly newsletter; covers anime","video games and technology"
"Mutamag","@mutamag","Digital Magazine","3000","contacto@mutamag.com","Culture/press","Independent digital magazine on technology","politics and culture; Spanish-speaking audience","PRESS"
"Eurogamer Espana","@eurogamer_es","Web","-","prensa@eurogamer.es","Spanish video game press","Press release about free tactical game and transmedia universe created by solo dev in 23 years","PRESS","Spain"
"Meristation","@meristation","Web","-","prensa@meristation.com","Spanish video game press","Free tactical game and transmedia universe; indie development angle and no-cost access","PRESS","Spain"
"IGN Espana","@IGN_es","Web","-","prensa@es.ign.com","Spanish video game and entertainment press","Free tactical game and transmedia universe; 23-year development story","PRESS","Spain"
"Gamereactor Espana","@gamereactor_es","Web","-","prensa@gamereactor.es","Spanish video game and pop culture press","Free tactical game with webtoon","books and OST; coverage for Spanish-speaking audience","PRESS"
"DeVuego","@DeVuego","Web / database","-","prensa@devuego.es","Spanish video games","indies and press releases","Send angle of free tactical game made by single creator with webtoon","books and OST as transmedia case"
"Deus Ex Machina","@DeusExMachinaVG","Magazine / web","-","webmaster@deusexmachina.es","Cultural video game criticism and indies","Creative process pitch: free transmedia work created over 23 years by solo author","GAMES","Spain"
"Nivel Oculto","@niveloculto","Web / podcast","-","redaccion@niveloculto.com","Indie press","video game essay and development culture","Pitch of free universe + tactical hex-grid RPG for indie/author perspective","GAMES"
"Fantasiacifi","@fantasiacifi","Blog / X","-","fantasiacifi@gmail.com","Fantastic literature and science fiction","Pitch of free fantasy saga and author transmedia project","BOOKS","Spain"
"Somos Kudasai","@somos_kudasai","Web","~15K","contacto@somos-kudasai.com","Anime / Manga / Japanese culture","Free action webtoon with transmedia universe (novels","tactical RPG and OST) for manga/anime audience","WEBTOON/MANGA"
"Planeta Geek","@planetageek","Web","~12K","contacto@planetageek.pe","","Geek culture / Press","Webtoon + books + free tactical RPG. Coverage for Peruvian anime and video game audience.","PRESS"
"FrikiGeek","@frikigeek","Web","~6K","redaccion@frikigeek.co","Pop culture / Comics","Free action webtoon with expansion to novel and game. Pitch for Colombian audience.","PRESS","Colombia"
"El Gamer Oculto","@elgameroculto","YouTube","~4.5K","elgameroculto@gmail.com","Indie / Strategy","Free turn-based tactical game with webtoon background. First impressions for indie channel.","GAMES","Spain"
"Tierra de Juegos","@tierradejuegos","Web","~7K","tierra@tierradejuegos.com","Video games / Indies","Free transmedia universe built in 23 years by a solo developer.","PRESS","Mexico"
"GamerMX","@gamermx","Web","~35K","contacto@gamermx.com","Video games / Community","Free turn-based tactical RPG. Pitch for Mexican gamer community: Immediate and no-cost access.","GAMES","Mexico"
"El Blog de los Juegos","@blogdelosjuegos","Web","~10K","redaccion@elblogdelosjuegos.com","Video games / Analysis","Free strategy game with transmedia universe (webtoon + books + OST).","GAMES","Spain"
"Comunicados Gamer","@comunicadosgamer","Web","~3K","contacto@comunicadosgamer.cl","","Press / Video games","Press release: free action universe created by solo developer in 23 years.","PRESS"
"Freakside","@freakside","Web","~4K","info@freakside.co","Pop culture / Comics","Free action webtoon with books and game. Indie comic angle for Colombia.","PRESS","Colombia"
"El Bunker Geek","@elbunker-geek","Web","~2K","contacto@elbunker-geek.com","","Geek culture / Press","Free transmedia universe in 4 formats. Creator interview proposal.","PRESS"
"IndieFenix","@indiefenix","Web","~3K","contacto@indiefenix.com","Indie / Video games","Free tactical game with transmedia universe. Focus on solo developer and free access.","GAMES","Mexico"
"La Voz del Juego","@lavozdeljuego","Web","~4K","lavozdeljuego@gmail.com","","Press / Video games","Press release about free indie project with webtoon","books"
"Nerdismo","@nerdismo.es","Web","~11K","redaccion@nerdismo.es","","Geek culture / Press","Coverage of project as indie phenomenon: 23 years creating a free universe.","PRESS"
"Mundo Geek","@mundogeekpa","Web","~3K","contacto@mundogeek.pa","","Geek culture / Press","Press release: free transmedia action universe for Panamanian audience.","PRESS"
"PowerGamers","@powergamerspe","Web","~4K","redaccion@powergamers.pe","Video games / Community","Free strategy game with transmedia universe. Coverage for Peru.","GAMES","Peru"
"Famitsu","@famitsu","Website","-","kgl-famitsu-release@ml.kadokawa.jp","Japanese gaming press","Pitch free transmedia indie universe with tactical RPG","webtoon","books"
"Dengeki Online","@dengekionline","Website","-","dol.release@kadokawa.jp","Japanese gaming/anime press","Pitch free anime-inspired action webtoon and tactical RPG with 36-track OST","PRESS","Japan"
"Game Watch","@games_watch","Website","-","game-watch@impress.co.jp","Japanese gaming news","Pitch free tactical hex-grid RPG and transmedia universe","PRESS","Japan"
"Inside Games","@inside_games","Website","-","release@inside-games.jp","Japanese gaming press","Pitch free indie tactical RPG with webtoon","book series","and OST"
"Automaton","@automaton_jp","Website","-","press@automaton.am","Japanese indie games press","Pitch solo-developed free action universe spanning tactical RPG","webtoon","books"
"IGN Japan","@IGNJapan","Website","-","ign_japan@ign.com","Japanese gaming/entertainment press","Pitch free anime-inspired webtoon and tactical RPG with OST as indie discovery","PRESS","Japan"
"NME Japan Gaming","@nme_jp","Website","-","games-information@nme-jp.com","Japanese geek culture press","Pitch free action webtoon","tactical RPG","books"
"IGN China","@IGNChina","Website","-","ign_china@ign.com","Chinese gaming/entertainment press","Pitch free indie action universe with webtoon","tactical RPG","books"
"Game Grape","@youxiputao","Website","-","hi@youxiputao.com","Chinese game industry press","Pitch free transmedia indie project and solo creator journey","PRESS","China"
"Gcores","@gcores","Website","-","abing@gcores.com","Chinese geek culture press","Pitch free action universe and 23-year solo development story","PRESS","China"
"Gamersky","@gamersky","Website","-","po@gamersky.com","Chinese gaming news","Pitch free tactical RPG and transmedia universe","PRESS","China"
"VGtime","@vgtime","Website","-","ucg@vgtime.com","Chinese gaming/pop culture","Pitch free SFF book series and webtoon as discovery piece","PRESS","China"
"Indienova","@indienova","Website","-","indienova@chuapp.com","Chinese indie game community","Pitch free indie tactical RPG and transmedia universe","PRESS","China"
"4Gamers Taiwan","@4gamers_tw","Website","-","news@4gamers.com.tw","Taiwanese gaming/esports press","Pitch free anime-inspired webtoon and tactical RPG with OST","PRESS","Taiwan"
"Hot Games","@hotgames","Website","-","hotgames343@gmail.com","Taiwanese gaming/pop culture","Pitch free action webtoon and tactical RPG","PRESS","Taiwan"
"VJGamer","@vjgamerhk","Website","-","info@vjgamer.com.hk","Hong Kong gaming/entertainment","Pitch free transmedia indie universe","PRESS","Hong Kong"
"GameMeca","@gamemeca","Website","-","mecadesk@gamemeca.com","Korean gaming news","Pitch free tactical hex-grid RPG and transmedia universe","PRESS","South Korea"
"Inven Global","@invenglobal","Website","-","desk@invenglobal.com","Korean/international gaming","Pitch free indie tactical RPG and webtoon/book universe","PRESS","South Korea"
"ThisIsGame","@thisisgame","Website","-","pr@grabbermedia.com","Korean gaming press","Pitch free action RPG and transmedia story","PRESS","South Korea"
"KH Games","@khgames","Website","-","aaa@khplus.kr","Korean gaming/geek culture","Pitch free tactical RPG and webtoon/book universe","PRESS","South Korea"
"Escapist Korea","@escapist_kr","Website","-","contact@escapistmag.com","Korean gaming/pop culture","Pitch free indie action universe and solo creator story","PRESS","South Korea"
"Game Chosun","@gamechosun","Website","-","rahkhan@chosun.com","Korean gaming news","Pitch free tactical RPG and transmedia universe","PRESS","South Korea"
"This Is Game Thailand","@thisisgameth","Website","-","news@tigthai.com","Thai gaming press","Pitch free anime-inspired webtoon and tactical RPG with OST","PRESS","Thailand"
"Game-Ded","@gameded","Website","-","gamededcompnay@gmail.com","Thai gaming press","Pitch free tactical RPG and transmedia universe","PRESS","Thailand"
"God.in.th","@godinth","Website","-","media@god.in.th","Thai gaming community","Pitch free indie tactical RPG and webtoon/book universe","PRESS","Thailand"
"GameK","@gamek_vn","Website","-","giatrixahoi@admicro.vn","Vietnamese gaming news","Pitch free tactical RPG and transmedia universe","PRESS","Vietnam"
"Game8 Vietnam","@game8_vn","Website","-","contact@game8.vn","Vietnamese gaming press","Pitch free action webtoon and tactical RPG with OST","PRESS","Vietnam"
"GameLand","@gamelandvn","Website","-","gameland@vthmedia.com","Vietnamese gaming press","Pitch free indie tactical RPG and transmedia story","PRESS","Vietnam"
"Gamedaim","@gamedaim","Website","-","media@gamedaim.com","Indonesian gaming community","Pitch free tactical RPG and webtoon/book universe","PRESS","Indonesia"
"Indogamers","@indogamers","Website","-","redaksi@indogamers.com","Indonesian gaming press","Pitch free action webtoon and tactical RPG with OST","PRESS","Indonesia"
"GGWP.ID","@ggwpid","Website","-","ricky@pbesi.org","Indonesian gaming/geek culture","Pitch free indie tactical RPG and transmedia universe","PRESS","Indonesia"
"GamerBraves","@gamerbraves","Website","-","hiring@gamerbraves.com","Malaysian gaming press","Pitch free tactical RPG and transmedia universe","PRESS","Malaysia"
"Wanuxi","@wanuxi","Website","-","wl@wanuxi.com","Malaysian gaming press","Pitch free indie tactical RPG and webtoon/book universe","PRESS","Malaysia"
"Gaming Nation","@gamingnation","Website","-","editorial@gamingnation.in","Indian gaming community","Pitch free action SFF book series and webtoon","PRESS","India"
"GamingNewsLab","@gamingnewslab","Website","-","daya@gamingnewslab.com","Indian gaming news","Pitch free tactical RPG and transmedia universe","PRESS","India"
"Pinoy Gaming Network","@pinoygaming","Website","-","submissions@pinoygaming.net","Filipino gaming community","Pitch free action webtoon and tactical RPG","PRESS","Philippines"
"Indiebase","@indiebase_jp","Website","-","press@nexting.co.jp","Japanese indie game press and indie discovery","Pitch free tactical hex-grid RPG as Japanese indie-game discovery with webtoon"," books"," 36-track OST"
"indiegamesjapan","@indiegamesjpn","Website","-","press@indiegamesjapan.com","Japanese indie game news and discovery site","Offer Illusion Fight as free indie tactical RPG with solo-dev transmedia story","GAMES","Japan"
"Game Writer Community","@gamewriterjp","Website / Community","-","info@gamewriter.jp","Japanese games-only news and game writer community","Pitch solo-developer production story and invite coverage or writer interest","PRESS","Japan"
"App Marketing Labo","@appmarkelabo","Website / Blog","-","news@appmarketinglabo.net","Japanese app/game marketing and creator case-study blog","Frame Illusion Fight as 23-year solo creator case study spanning free game/webtoon/books/OST","PRESS","Japan"
"GameFocus","@gamefocuskr","Website","-","quazina@gamefocus.co.kr","Korean games press and reviews","Pitch review/news item around free hex-grid tactical RPG and solo-created story universe","GAMES","South Korea"
"GamePle","@gameple","Website","-","kynikos@gameple.co.kr","Korean games news and reviews","Offer concise release pitch for Illusion Fight as free tactical RPG with webtoon/books/OST","GAMES","South Korea"
"CiGA (China indie game alliance)","@CiGAindiegame","Community / Event","-","yuki@ciga.me","Chinese indie game alliance and media cooperation","Pitch free tactical RPG as indie-game discovery and solo-creator case for Chinese indie community","GAMES","China"
"GameRes","@GameRes","Website","-","news@gameres.com","Chinese game industry media","Submit industry-style pitch about solo developer building free game/webtoon/books/OST ecosystem","PRESS","China"
"GameLook","@GameLook","Website","-","eric@gamelook.com.cn","Chinese game industry news","Frame Illusion Fight as cross-media indie production case: free tactical RPG/webtoon/books/OST","PRESS","China"
"Gamer555","@Gamer555","Website / Social","-","press@gamer555.com","Thai games news and reviews","Send press release highlighting free tactical RPG"," webtoon"," books"
"GamerWK","@gamerwk_id","Website / YouTube / TikTok","~70K Facebook","press@gamerwk.com","Indonesian gaming and Japanese pop-culture media","Offer Illusion Fight as free tactical RPG with anime-style factions"," webtoon"," books"
"Dengeki Hobby / Famitsu","@denfaminicogame","Website","-","denfaminicogamer@diamond.co.jp","Indie game development culture","Pitch solo developer 23-year journey building free transmedia universe; design-focused angle","GAMES","Japan"
"QooApp","@QooApp","Website","-","pr@qoo-app.com","Taiwanese gaming/anime press","Pitch free anime-inspired webtoon and tactical RPG with OST","PRESS","Taiwan"
"FilterGame","@filtergame","Website","-","filtergame@filtergame.com","Taiwanese indie game database","Pitch free tactical RPG and transmedia universe for database inclusion","GAMES","Taiwan"
"Guildmages Forum","@guildmagesforum","Blog","-","guildmagesforumblog@gmail.com","Blog/gaming culture","Pitch free webtoon, book series, tactical RPG, and OST for geek culture audience","PRESS","Taiwan"
"4Gamers Thailand","@4gamers_th","Website","-","news@4gamers.co.th","Thai gaming press","Pitch free tactical RPG and transmedia universe","PRESS","Thailand"
"Game-Ded","@gameded","Website","-","gamededcompany@gmail.com","Thai gaming press","Pitch free tactical RPG and transmedia universe","PRESS","Thailand"
"GenK","@genk_vn","Website","-","info@genk.vn","Vietnamese gaming news","Pitch free tactical RPG and transmedia universe","PRESS","Vietnam"
"Game5","@game5_vn","Website","-","info@game5.vn","Vietnamese gaming community","Pitch free tactical RPG and webtoon/book universe","PRESS","Vietnam"
"Gamer","@gamer_ne_jp","Website","-","press@gamer.ne.jp","Japanese game news, reviews and releases","Free tactical hex-grid RPG with webtoon, book series, and 36-track OST as Japanese game-news discovery","GAMES","Japan"
"doope!","@doope_jp","Website","-","doopeinfo@gmail.com","Japanese game news and game culture","Free tactical RPG and solo-developed transmedia action universe with indie discovery angle","GAMES","Japan"
"Game Focus Korea","@GameFocus_Twit","Website / Facebook","-","bodo@gamefocus.co.kr","Korean game media and game-industry news","Pitch free tactical RPG plus webtoon/book universe as unusual indie action IP","PRESS","South Korea"
"GameShot","@gameshotkr","Website / Facebook","-","desk@gameshot.net","Korean game news, reviews, and press releases","Send press release for free tactical RPG, webtoon, book series, and OST","GAMES","South Korea"
"GamePle Korea","@gameple_kr","Website","-","kjh@gameple.co.kr","Korean game reviews, culture, and press releases","Offer review or feature angle on free tactical RPG and cross-media lore","GAMES","South Korea"
"GameToc","@gametoc","Website","-","pnet21@gametoc.co.kr","Korean game news, reviews, and interviews","Pitch solo-creator story and free tactical RPG with anime-inspired webtoon and books","PRESS","South Korea"
"udn Game Corner","@udngame","Website / Social","~193K Facebook","udngame@udngroup.com.tw","Taiwan ACG news, game/anime criticism, and fandom","Pitch free anime-style action universe with webtoon, tactical RPG, books, and music","PRESS","Taiwan"
"Gamebrott","@gamebrott","Website / YouTube / Facebook","~404K Facebook","pr@gamebrott.com","Indonesian gaming, esports, and tech media","Pitch free tactical RPG and solo-built transmedia universe for Indonesian game readers","GAMES","Indonesia"
"MyGameOn","@mygameondotmy","Website / YouTube / Facebook","-","news@mygameon.my","Malaysian gaming, esports, anime, and community media","Pitch free tactical RPG and anime-style webtoon/book universe for Malaysian gamers","GAMES","Malaysia"
"Gamer Santai (Ad)","@GamerSantaiMY","Website / Facebook / Instagram","~71K Facebook","advertising@digitalbraves.com","Malaysian gaming, anime/manga, esports, and tech media","Offer Malay-market feature or review on free RPG plus webtoon/books/OST project","PRESS","Malaysia"
"InCG Media","@incgmedia","Website","-","contact@incgmedia.com","CG, animation, game art, and creative submissions","Pitch character art, faction design, webtoon visuals, and soundtrack as design/process story","PRESS","Taiwan"
"ACGHK","@acghk","Convention / Website","-","ACGHK2026.PR@gmail.com","Hong Kong anime, comics, games, and fandom event","Pitch the free transmedia IP for Hong Kong ACG event and community consideration","PRESS","Hong Kong"
"4Gamer","@4Gamer","Website","4","press@4gamer.net","","Submit press release; follow site instructions for press inquiries PRESS","PRESS","Japan"
"인디게임 (Indie Game)","@indiegame_kr","Website","","desk@indiegame.com","","","PRESS","South Korea"
